Date,shangai,btc,crude oil,euro,gold,silver,ftse,spy,hsi,nasdaq,nikkei,rates,open,high,low,MA4,MA50,MA80,stochRSI,RSI,btc_std_dev,std_dif,vol_btc,hashrate,difficulty,transactions,t_cost,y_returns,y_close,y_c,y_returns_shift,y_c_shift,y_close_shift
2014-09-18,,,,,,,,,,,,,,,,,,,0.33348030936200146,-3.0773361897492473,-0.842900380905728,,,,,-1.4135042070186377,,-0.07192557601231186,424.44000244140625,-1.4144765006597204,-0.06984264508683824,-1.0,394.7959899902344
2014-09-19,-2.536749357515464,-1.2546259707258423,2.1570125843446273,2.859478445198397,-0.7701392467458822,-0.016573046836608984,-0.07064117274232319,-1.2026285872365006,-0.43399270408951574,-1.2760908237109365,-1.5413314626118118,0.8516520139453425,-1.2125004300918012,-1.2182775154891399,-1.2591523296629963,-1.2166772403604782,-1.2708637672073362,-1.2622469620599581,0.33348030936200146,-3.0773361897492473,-0.8408897752049114,-0.9737772828471357,-1.3539784000334816,-1.7604874986517651,-1.7928000242695687,-1.4125679600157124,-0.026333396324471167,-0.06984264508683824,394.7959899902344,-1.4144765006597204,0.03573491642945337,1.0,408.90399169921875
2014-09-20,-2.536749357515464,-1.23437164873867,2.1570125843446273,2.859478445198397,-0.7701392467458822,-0.016573046836608984,-0.07064117274232319,-1.2026285872365006,-0.43399270408951574,-1.2760908237109365,-1.5413314626118118,0.8516520139453425,-1.253990764820379,-1.2244182878135694,-1.2511546084508858,-1.2166772403604782,-1.2708637672073362,-1.2622469620599581,0.33348030936200146,-1.7486508659549131,-0.8419980976980155,-0.9459177724504029,-1.3637848612283576,-1.7261384310308663,-1.7928000242701687,-1.412258989355642,-0.047936455307623596,0.03573491642945337,408.90399169921875,1.4134252360735742,-0.02465854454739269,-1.0,398.8210144042969
2014-09-21,-2.536749357515464,-1.2487745297392345,2.1570125843446273,2.859478445198397,-0.7701392467458822,-0.016573046836608984,-0.07064117274232319,-1.2026285872365006,-0.43399270408951574,-1.2760908237109365,-1.5413314626118118,0.8516520139453425,-1.2347118021944048,-1.2393960513301001,-1.2462798166013007,-1.2361910322019483,-1.2708637672073362,-1.2622469620599581,0.33348030936200146,-1.9601517302663118,-0.8423757577851589,-0.9586389040123456,-1.4773337396362984,-1.7744383538345352,-1.7928000242701687,-1.4124716497839902,0.00404250964611935,-0.02465854454739269,398.8210144042969,-1.4144765006597204,0.008352101649706567,0.0,402.1520080566406
2014-09-22,-2.6786150139660037,-1.2439765327489642,2.1198126434722786,2.717635980895102,-0.7629927277905633,-0.040819020454088396,-0.1869498025153266,-1.2347307799403089,-0.5604233564648015,-1.306674179063249,-1.5828045974191676,0.8315476999467274,-1.2475557042053673,-1.2471397538979867,-1.2404962885103727,-1.2447604328855815,-1.2708637672073362,-1.2622469620599581,0.33348030936200146,-1.6983071566852581,-0.8428506763771735,-0.9508522542830038,-1.5109428569871721,-1.7744383538337267,-1.7928000242695687,-1.4115756637359465,-0.24765382295303537,0.008352101649706567,402.1520080566406,-0.0005256322930731031,0.08364741783421215,1.0,435.7909851074219
2014-09-23,-2.6071647729755987,-1.197635754414166,2.1214923253947786,2.7358420300790556,-0.7430294766324154,-0.03667157718911856,-0.3654360102900063,-1.2578460195682923,-0.60353690289854,-1.3179150469138563,-1.5828045974191676,0.801567130334254,-1.2432468441772868,-1.2001017259443705,-1.2418575314967526,-1.2305479974251483,-1.2708637672073362,-1.2622469620599581,0.33348030936200146,0.0005478530540272463,-0.8429933777573575,-0.9023938678190035,-1.293777482877681,-1.757749054109939,-1.7928000242701687,-1.411178856774626,-0.27731722709817774,0.08364741783421215,435.7909851074219,1.4134252360735742,-0.028880814347395978,-1.0,423.2049865722656
2014-09-24,-2.4867141456864723,-1.214541299648738,2.1732007679539302,2.7403196743766363,-0.7544288731470673,-0.057441664888828854,-0.30987444067904696,-1.2267159009182282,-0.5727366730458657,-1.2904700043230906,-1.5967043340269265,0.8344298293726312,-1.1968693730647073,-1.2072455086010612,-1.2065354091417235,-1.2249596175968516,-1.2708637672073362,-1.2622469620599581,0.33348030936200146,-0.42581460217750144,-0.8433945284431962,-0.9175030351486082,-1.4281239369993233,-1.757749054109939,-1.7928000242701687,-1.4114474343804368,-0.1881543410784418,-0.028880814347395978,423.2049865722656,-1.4144765006597204,-0.027483091679796234,-1.0,411.5740051269531
2014-09-25,-2.4813189302687864,-1.2306171705039526,2.1620006340893037,2.6027635916596195,-0.7420807798720177,-0.13652333745311362,-0.43273973038133046,-1.291757028282042,-0.6287346737028652,-1.3428963631085318,-1.5223714717363912,0.7781032468912772,-1.2137900584622787,-1.2241137003350269,-1.2227902891674847,-1.2208035681263765,-1.2708637672073362,-1.2622469620599581,0.33348030936200146,-0.7758690060567912,-0.8437086376432882,-0.9321606411152902,-1.4742868159599158,-1.757749054110162,-1.7928000242695687,-1.4104408517975657,-0.30370625024048137,-0.027483091679796234,411.5740051269531,-1.4144765006597204,-0.017369943788794973,-1.0,404.42498779296875
2014-09-26,-2.472094271715471,-1.240725267265086,2.203730616405103,2.5644996411651615,-0.7758631651913974,-0.10702805758529457,-0.41476889921337573,-1.2576851231486188,-0.6616377888978862,-1.3158408057560853,-1.574159745406788,0.801567130334254,-1.2300036953854792,-1.2358999969960143,-1.2363159762227727,-1.2194248441565199,-1.2708637672073362,-1.2622469620599581,0.33348030936200146,-0.9779873456568142,-0.843884588306077,-0.9414634091970548,-1.5516073378339796,-1.798509855923252,-1.7263123154711808,-1.410113333406306,-0.38756159302589677,-0.017369943788794973,404.42498779296875,-1.4144765006597204,-0.012128327693262664,0.0,399.5199890136719
2014-09-27,-2.472094271715471,-1.2477644058858524,2.203730616405103,2.5644996411651615,-0.7758631651913974,-0.10702805758529457,-0.41476889921337573,-1.2576851231486188,-0.6616377888978862,-1.3158408057560853,-1.574159745406788,0.801567130334254,-1.2411501852731712,-1.2475544625983397,-1.2401437327379627,-1.2319535905851724,-1.2708637672073362,-1.2622469620599581,0.33348030936200146,-1.1167096303708501,-0.8439646355321933,-0.9481756070338136,-1.6752815386631676,-1.761822766610821,-1.7263123154711808,-1.410337471802834,-0.27225656451320096,-0.012128327693262664,399.5199890136719,-0.0005256322930731031,-0.055914572166871124,-1.0,377.1809997558594
2014-09-28,-2.472094271715471,-1.280956221359612,2.203730616405103,2.5644996411651615,-0.7758631651913974,-0.10702805758529457,-0.41476889921337573,-1.2576851231486188,-0.6616377888978862,-1.3158408057560853,-1.574159745406788,0.801567130334254,-1.2470196635568567,-1.2555472129297207,-1.2747106409141646,-1.2490933371532618,-1.2708637672073362,-1.2622469620599581,0.33348030936200146,-1.6266393098237042,-0.8434398063564831,-0.9853625902127972,-1.5184232729250666,-1.7618227666116795,-1.7263123154714761,-1.409450473405066,-0.44387077028920846,-0.055914572166871124,377.1809997558594,-1.4144765006597204,-0.00454420890480145,0.0,375.4670104980469
2014-09-29,-2.4369375787343013,-1.2835835746819082,2.245825291838073,2.4111885538002067,-0.7596609323451844,-0.09533563102986964,-0.41995345770919285,-1.2678599016945085,-0.8282693444245515,-1.3195992364671778,-1.5451080015988437,0.7583782108103957,-1.280530368360067,-1.27869912897099,-1.2779539838419032,-1.2622907647387283,-1.2708637672073362,-1.2622469620599581,0.33348030936200146,-1.6611781942466926,-0.8430792117862274,-0.9903462585463441,-1.4075485707527966,-1.7220372075752017,-1.7263123154711808,-1.4090659663636107,-0.4185486681645796,-0.00454420890480145,375.4670104980469,-0.0005256322930731031,0.030567238732558177,1.0,386.9440002441406
2014-09-30,-2.4153427458272336,-1.2662146395395615,2.1046630286373853,2.4435982584319538,-0.7930677604103317,-0.2503281488842799,-0.4642993722810532,-1.2789913524438339,-0.9399293534014057,-1.3270012724877094,-1.5945080747430447,0.7751545050704329,-1.2818174559703468,-1.2701451140727986,-1.276086691157442,-1.268254597748462,-1.2708637672073362,-1.2622469620599581,0.33348030936200146,-1.0105011288013745,-0.8431080200095623,-0.9722378044515225,-1.3847109076082573,-1.743017327545915,-1.7263123154711808,-1.4093395490680782,-0.39247805243830997,0.030567238732558177,386.9440002441406,1.4134252360735742,-0.008603337970520819,0.0,383.614990234375
2014-10-01,-2.4153427458272336,-1.271199046139383,2.0864886850994067,2.3288968340474687,-0.773477657465684,-0.18778096559910468,-0.5860960592335718,-1.3322068013714852,-0.9399293534014057,-1.369757159980098,-1.6276223335292408,0.6696637913244285,-1.2646809038218512,-1.2695534361846186,-1.2648268477560138,-1.2742807173469042,-1.2708637672073362,-1.2622469620599581,0.33348030936200146,-1.1101430116076676,-0.8431019399259978,-0.9774162596654892,-1.4819449307064212,-1.7430173275457226,-1.7263123154714761,-1.4083182496359805,-0.4124671139420088,-0.008603337970520819,383.614990234375,-0.0005256322930731031,-0.0222697222086099,-1.0,375.0719909667969
